sample_id,entity_id,date,split,country,location_name,target_nasa_power_precipitation_mm,target_open_meteo_precipitation_mm,target_baseline_two_source_mean_mm,target_nasa_reference_consensus_mm,target_open_meteo_reference_consensus_mm
SEA_MY_KUALA_LUMPUR__20220129,SEA_MY_KUALA_LUMPUR,2022-01-29,train,Malaysia,Kuala Lumpur,0.71,1.8,1.255,1.957258064516129,0.9
SEA_MY_KUALA_LUMPUR__20220130,SEA_MY_KUALA_LUMPUR,2022-01-30,train,Malaysia,Kuala Lumpur,3.38,2.5,2.94,3.642258064516129,2.237741935483871
SEA_MY_KUALA_LUMPUR__20220131,SEA_MY_KUALA_LUMPUR,2022-01-31,train,Malaysia,Kuala Lumpur,1.77,1.9,1.835,2.537258064516129,1.132741935483871
SEA_MY_KUALA_LUMPUR__20220201,SEA_MY_KUALA_LUMPUR,2022-02-01,train,Malaysia,Kuala Lumpur,0.51,3.0,1.755,2.6790265486725664,1.5
SEA_MY_KUALA_LUMPUR__20220202,SEA_MY_KUALA_LUMPUR,2022-02-02,train,Malaysia,Kuala Lumpur,2.02,0.3,1.16,2.084026548672566,0.2359734513274337
SEA_MY_KUALA_LUMPUR__20220203,SEA_MY_KUALA_LUMPUR,2022-02-03,train,Malaysia,Kuala Lumpur,6.19,2.7,4.445,5.369026548672567,3.5209734513274342
SEA_MY_KUALA_LUMPUR__20220204,SEA_MY_KUALA_LUMPUR,2022-02-04,train,Malaysia,Kuala Lumpur,4.95,3.0,3.975,4.899026548672566,3.050973451327434
SEA_MY_KUALA_LUMPUR__20220205,SEA_MY_KUALA_LUMPUR,2022-02-05,train,Malaysia,Kuala Lumpur,14.01,16.2,15.105,16.029026548672565,14.180973451327432
SEA_MY_KUALA_LUMPUR__20220206,SEA_MY_KUALA_LUMPUR,2022-02-06,train,Malaysia,Kuala Lumpur,2.67,8.3,5.485,6.409026548672567,4.560973451327434
SEA_MY_KUALA_LUMPUR__20220207,SEA_MY_KUALA_LUMPUR,2022-02-07,train,Malaysia,Kuala Lumpur,22.18,5.7,13.94,14.864026548672566,13.015973451327431
SEA_MY_KUALA_LUMPUR__20220208,SEA_MY_KUALA_LUMPUR,2022-02-08,train,Malaysia,Kuala Lumpur,16.18,7.3,11.74,12.664026548672568,10.815973451327434
SEA_MY_KUALA_LUMPUR__20220209,SEA_MY_KUALA_LUMPUR,2022-02-09,train,Malaysia,Kuala Lumpur,3.54,23.4,13.47,14.394026548672564,12.545973451327432
SEA_MY_KUALA_LUMPUR__20220210,SEA_MY_KUALA_LUMPUR,2022-02-10,train,Malaysia,Kuala Lumpur,23.92,8.9,16.41,17.33402654867257,15.485973451327435
SEA_MY_KUALA_LUMPUR__20220211,SEA_MY_KUALA_LUMPUR,2022-02-11,train,Malaysia,Kuala Lumpur,4.49,1.3,2.895,3.8190265486725674,1.970973451327434
SEA_MY_KUALA_LUMPUR__20220212,SEA_MY_KUALA_LUMPUR,2022-02-12,train,Malaysia,Kuala Lumpur,0.63,4.3,2.465,3.389026548672566,2.15
SEA_MY_KUALA_LUMPUR__20220213,SEA_MY_KUALA_LUMPUR,2022-02-13,train,Malaysia,Kuala Lumpur,0.44,0.2,0.32,1.2440265486725663,0.1
SEA_MY_KUALA_LUMPUR__20220214,SEA_MY_KUALA_LUMPUR,2022-02-14,train,Malaysia,Kuala Lumpur,38.76,3.8,21.28,22.20402654867257,20.355973451327436
SEA_MY_KUALA_LUMPUR__20220215,SEA_MY_KUALA_LUMPUR,2022-02-15,train,Malaysia,Kuala Lumpur,18.68,1.3,9.99,10.914026548672568,9.065973451327434
SEA_MY_KUALA_LUMPUR__20220216,SEA_MY_KUALA_LUMPUR,2022-02-16,train,Malaysia,Kuala Lumpur,7.4,0.0,3.7,4.624026548672567,2.7759734513274337
SEA_MY_KUALA_LUMPUR__20220217,SEA_MY_KUALA_LUMPUR,2022-02-17,train,Malaysia,Kuala Lumpur,2.64,0.0,1.32,2.2440265486725663,0.3959734513274338
SEA_MY_KUALA_LUMPUR__20220218,SEA_MY_KUALA_LUMPUR,2022-02-18,train,Malaysia,Kuala Lumpur,0.24,0.9,0.5700000000000001,1.4940265486725663,0.45
SEA_MY_KUALA_LUMPUR__20220219,SEA_MY_KUALA_LUMPUR,2022-02-19,train,Malaysia,Kuala Lumpur,0.01,0.3,0.155,1.079026548672566,0.15
SEA_MY_KUALA_LUMPUR__20220220,SEA_MY_KUALA_LUMPUR,2022-02-20,train,Malaysia,Kuala Lumpur,2.11,0.1,1.105,2.029026548672566,0.1809734513274336
SEA_MY_KUALA_LUMPUR__20220221,SEA_MY_KUALA_LUMPUR,2022-02-21,train,Malaysia,Kuala Lumpur,15.45,4.8,10.125,11.049026548672565,9.200973451327432
SEA_MY_KUALA_LUMPUR__20220222,SEA_MY_KUALA_LUMPUR,2022-02-22,train,Malaysia,Kuala Lumpur,7.08,1.9,4.49,5.414026548672567,3.5659734513274337
SEA_MY_KUALA_LUMPUR__20220223,SEA_MY_KUALA_LUMPUR,2022-02-23,train,Malaysia,Kuala Lumpur,29.57,25.9,27.735,28.659026548672564,26.810973451327435
SEA_MY_KUALA_LUMPUR__20220224,SEA_MY_KUALA_LUMPUR,2022-02-24,train,Malaysia,Kuala Lumpur,35.53,4.4,19.965,20.889026548672568,19.040973451327435
SEA_MY_KUALA_LUMPUR__20220225,SEA_MY_KUALA_LUMPUR,2022-02-25,train,Malaysia,Kuala Lumpur,10.91,23.0,16.955,17.879026548672567,16.030973451327434
SEA_MY_KUALA_LUMPUR__20220226,SEA_MY_KUALA_LUMPUR,2022-02-26,train,Malaysia,Kuala Lumpur,13.24,13.9,13.57,14.494026548672569,12.645973451327434
SEA_MY_KUALA_LUMPUR__20220227,SEA_MY_KUALA_LUMPUR,2022-02-27,train,Malaysia,Kuala Lumpur,22.13,2.3,12.215,13.139026548672565,11.290973451327432
SEA_MY_KUALA_LUMPUR__20220228,SEA_MY_KUALA_LUMPUR,2022-02-28,train,Malaysia,Kuala Lumpur,4.45,3.9,4.175,5.099026548672566,3.2509734513274338
SEA_MY_KUALA_LUMPUR__20220301,SEA_MY_KUALA_LUMPUR,2022-03-01,train,Malaysia,Kuala Lumpur,38.34,2.5,20.42,21.387661290322583,19.45233870967742
SEA_MY_KUALA_LUMPUR__20220302,SEA_MY_KUALA_LUMPUR,2022-03-02,train,Malaysia,Kuala Lumpur,22.56,0.3,11.43,12.39766129032258,10.46233870967742
SEA_MY_KUALA_LUMPUR__20220303,SEA_MY_KUALA_LUMPUR,2022-03-03,train,Malaysia,Kuala Lumpur,12.18,3.6,7.89,8.85766129032258,6.922338709677419
SEA_MY_KUALA_LUMPUR__20220304,SEA_MY_KUALA_LUMPUR,2022-03-04,train,Malaysia,Kuala Lumpur,18.47,29.2,23.835,24.80266129032258,22.86733870967742
SEA_MY_KUALA_LUMPUR__20220305,SEA_MY_KUALA_LUMPUR,2022-03-05,train,Malaysia,Kuala Lumpur,17.53,5.1,11.315,12.28266129032258,10.34733870967742
SEA_MY_KUALA_LUMPUR__20220306,SEA_MY_KUALA_LUMPUR,2022-03-06,train,Malaysia,Kuala Lumpur,11.9,3.4,7.65,8.61766129032258,6.68233870967742
SEA_MY_KUALA_LUMPUR__20220307,SEA_MY_KUALA_LUMPUR,2022-03-07,train,Malaysia,Kuala Lumpur,21.72,31.1,26.41,27.377661290322585,25.442338709677426
SEA_MY_KUALA_LUMPUR__20220308,SEA_MY_KUALA_LUMPUR,2022-03-08,train,Malaysia,Kuala Lumpur,1.49,4.9,3.1950000000000003,4.162661290322581,2.45
SEA_MY_KUALA_LUMPUR__20220309,SEA_MY_KUALA_LUMPUR,2022-03-09,train,Malaysia,Kuala Lumpur,7.09,2.6,4.845,5.8126612903225805,3.877338709677419
SEA_MY_KUALA_LUMPUR__20220310,SEA_MY_KUALA_LUMPUR,2022-03-10,train,Malaysia,Kuala Lumpur,3.51,1.9,2.705,3.672661290322581,1.737338709677419
SEA_MY_KUALA_LUMPUR__20220311,SEA_MY_KUALA_LUMPUR,2022-03-11,train,Malaysia,Kuala Lumpur,0.27,3.7,1.985,2.952661290322581,1.85
SEA_MY_KUALA_LUMPUR__20220312,SEA_MY_KUALA_LUMPUR,2022-03-12,train,Malaysia,Kuala Lumpur,1.82,1.1,1.46,2.4276612903225807,0.55
SEA_MY_KUALA_LUMPUR__20220313,SEA_MY_KUALA_LUMPUR,2022-03-13,train,Malaysia,Kuala Lumpur,2.25,4.0,3.125,4.092661290322581,2.1573387096774197
SEA_MY_KUALA_LUMPUR__20220314,SEA_MY_KUALA_LUMPUR,2022-03-14,train,Malaysia,Kuala Lumpur,8.98,6.4,7.69,8.657661290322581,6.72233870967742
SEA_MY_KUALA_LUMPUR__20220315,SEA_MY_KUALA_LUMPUR,2022-03-15,train,Malaysia,Kuala Lumpur,5.47,21.3,13.385,14.35266129032258,12.41733870967742
SEA_MY_KUALA_LUMPUR__20220316,SEA_MY_KUALA_LUMPUR,2022-03-16,train,Malaysia,Kuala Lumpur,4.39,11.6,7.994999999999999,8.96266129032258,7.027338709677419
SEA_MY_KUALA_LUMPUR__20220317,SEA_MY_KUALA_LUMPUR,2022-03-17,train,Malaysia,Kuala Lumpur,16.86,9.0,12.93,13.89766129032258,11.962338709677418
SEA_MY_KUALA_LUMPUR__20220318,SEA_MY_KUALA_LUMPUR,2022-03-18,train,Malaysia,Kuala Lumpur,9.9,0.0,4.95,5.917661290322581,3.982338709677419
SEA_MY_KUALA_LUMPUR__20220319,SEA_MY_KUALA_LUMPUR,2022-03-19,train,Malaysia,Kuala Lumpur,0.0,0.0,0.0,0.9676612903225806,0.0
SEA_MY_KUALA_LUMPUR__20220320,SEA_MY_KUALA_LUMPUR,2022-03-20,train,Malaysia,Kuala Lumpur,9.65,0.8,5.2250000000000005,6.192661290322581,4.25733870967742
SEA_MY_KUALA_LUMPUR__20220321,SEA_MY_KUALA_LUMPUR,2022-03-21,train,Malaysia,Kuala Lumpur,3.53,11.6,7.564999999999999,8.532661290322581,6.597338709677419
SEA_MY_KUALA_LUMPUR__20220322,SEA_MY_KUALA_LUMPUR,2022-03-22,train,Malaysia,Kuala Lumpur,8.58,1.5,5.04,6.007661290322581,4.072338709677419
SEA_MY_KUALA_LUMPUR__20220323,SEA_MY_KUALA_LUMPUR,2022-03-23,train,Malaysia,Kuala Lumpur,1.91,5.1,3.505,4.472661290322581,2.55
SEA_MY_KUALA_LUMPUR__20220324,SEA_MY_KUALA_LUMPUR,2022-03-24,train,Malaysia,Kuala Lumpur,2.11,3.2,2.655,3.622661290322581,1.6873387096774195
SEA_MY_KUALA_LUMPUR__20220325,SEA_MY_KUALA_LUMPUR,2022-03-25,train,Malaysia,Kuala Lumpur,1.02,4.3,2.66,3.627661290322581,2.15
SEA_MY_KUALA_LUMPUR__20220326,SEA_MY_KUALA_LUMPUR,2022-03-26,train,Malaysia,Kuala Lumpur,2.42,2.4,2.41,3.3776612903225804,1.4423387096774194
SEA_MY_KUALA_LUMPUR__20220327,SEA_MY_KUALA_LUMPUR,2022-03-27,train,Malaysia,Kuala Lumpur,3.01,2.6,2.805,3.772661290322581,1.8373387096774196
SEA_MY_KUALA_LUMPUR__20220328,SEA_MY_KUALA_LUMPUR,2022-03-28,train,Malaysia,Kuala Lumpur,1.79,1.7,1.745,2.712661290322581,0.85
SEA_MY_KUALA_LUMPUR__20220329,SEA_MY_KUALA_LUMPUR,2022-03-29,train,Malaysia,Kuala Lumpur,2.73,0.8,1.765,2.7326612903225804,0.7973387096774194
SEA_MY_KUALA_LUMPUR__20220330,SEA_MY_KUALA_LUMPUR,2022-03-30,train,Malaysia,Kuala Lumpur,10.24,6.1,8.17,9.13766129032258,7.202338709677419
SEA_MY_KUALA_LUMPUR__20220331,SEA_MY_KUALA_LUMPUR,2022-03-31,train,Malaysia,Kuala Lumpur,17.42,7.9,12.66,13.627661290322582,11.69233870967742
SEA_MY_KUALA_LUMPUR__20220401,SEA_MY_KUALA_LUMPUR,2022-04-01,train,Malaysia,Kuala Lumpur,1.39,4.2,2.795,2.384125,3.205875
SEA_MY_KUALA_LUMPUR__20220402,SEA_MY_KUALA_LUMPUR,2022-04-02,train,Malaysia,Kuala Lumpur,1.6,2.7,2.1500000000000004,1.7391250000000005,2.560875
SEA_MY_KUALA_LUMPUR__20220403,SEA_MY_KUALA_LUMPUR,2022-04-03,train,Malaysia,Kuala Lumpur,3.41,12.8,8.105,7.694125,8.515875000000001
SEA_MY_KUALA_LUMPUR__20220404,SEA_MY_KUALA_LUMPUR,2022-04-04,train,Malaysia,Kuala Lumpur,3.71,5.7,4.705,4.294125,5.115875
SEA_MY_KUALA_LUMPUR__20220405,SEA_MY_KUALA_LUMPUR,2022-04-05,train,Malaysia,Kuala Lumpur,10.16,3.0,6.58,6.169125,6.990875
SEA_MY_KUALA_LUMPUR__20220406,SEA_MY_KUALA_LUMPUR,2022-04-06,train,Malaysia,Kuala Lumpur,12.19,2.8,7.494999999999999,7.084125,7.905875
SEA_MY_KUALA_LUMPUR__20220407,SEA_MY_KUALA_LUMPUR,2022-04-07,train,Malaysia,Kuala Lumpur,3.41,12.7,8.055,7.644125,8.465875
SEA_MY_KUALA_LUMPUR__20220408,SEA_MY_KUALA_LUMPUR,2022-04-08,train,Malaysia,Kuala Lumpur,4.0,3.4,3.7,3.2891250000000003,4.110875
SEA_MY_KUALA_LUMPUR__20220409,SEA_MY_KUALA_LUMPUR,2022-04-09,train,Malaysia,Kuala Lumpur,3.27,7.8,5.535,5.124125,5.945875
SEA_MY_KUALA_LUMPUR__20220410,SEA_MY_KUALA_LUMPUR,2022-04-10,train,Malaysia,Kuala Lumpur,4.54,6.9,5.720000000000001,5.309125,6.130875
SEA_MY_KUALA_LUMPUR__20220411,SEA_MY_KUALA_LUMPUR,2022-04-11,train,Malaysia,Kuala Lumpur,11.76,3.0,7.38,6.969125,7.790875
SEA_MY_KUALA_LUMPUR__20220412,SEA_MY_KUALA_LUMPUR,2022-04-12,train,Malaysia,Kuala Lumpur,5.65,12.7,9.175,8.764125,9.585875
SEA_MY_KUALA_LUMPUR__20220413,SEA_MY_KUALA_LUMPUR,2022-04-13,train,Malaysia,Kuala Lumpur,7.32,18.0,12.66,12.249125,13.070875
SEA_MY_KUALA_LUMPUR__20220414,SEA_MY_KUALA_LUMPUR,2022-04-14,train,Malaysia,Kuala Lumpur,2.76,10.8,6.78,6.369125,7.190875
SEA_MY_KUALA_LUMPUR__20220415,SEA_MY_KUALA_LUMPUR,2022-04-15,train,Malaysia,Kuala Lumpur,3.69,9.6,6.645,6.234125,7.055875
SEA_MY_KUALA_LUMPUR__20220416,SEA_MY_KUALA_LUMPUR,2022-04-16,train,Malaysia,Kuala Lumpur,3.17,0.9,2.035,1.624125,2.445875
SEA_MY_KUALA_LUMPUR__20220417,SEA_MY_KUALA_LUMPUR,2022-04-17,train,Malaysia,Kuala Lumpur,7.2,16.9,12.05,11.639124999999998,12.460875
SEA_MY_KUALA_LUMPUR__20220418,SEA_MY_KUALA_LUMPUR,2022-04-18,train,Malaysia,Kuala Lumpur,11.15,14.1,12.625,12.214125,13.035875
SEA_MY_KUALA_LUMPUR__20220419,SEA_MY_KUALA_LUMPUR,2022-04-19,train,Malaysia,Kuala Lumpur,9.38,17.0,13.19,12.779125,13.600875
SEA_MY_KUALA_LUMPUR__20220420,SEA_MY_KUALA_LUMPUR,2022-04-20,train,Malaysia,Kuala Lumpur,11.72,13.7,12.71,12.299125,13.120875
SEA_MY_KUALA_LUMPUR__20220421,SEA_MY_KUALA_LUMPUR,2022-04-21,train,Malaysia,Kuala Lumpur,14.46,0.0,7.23,7.23,7.640875
SEA_MY_KUALA_LUMPUR__20220422,SEA_MY_KUALA_LUMPUR,2022-04-22,train,Malaysia,Kuala Lumpur,6.18,5.3,5.74,5.329125,6.150874999999999
SEA_MY_KUALA_LUMPUR__20220423,SEA_MY_KUALA_LUMPUR,2022-04-23,train,Malaysia,Kuala Lumpur,4.64,2.2,3.42,3.009125,3.830875
SEA_MY_KUALA_LUMPUR__20220424,SEA_MY_KUALA_LUMPUR,2022-04-24,train,Malaysia,Kuala Lumpur,3.99,5.8,4.895,4.484125000000001,5.305875
SEA_MY_KUALA_LUMPUR__20220425,SEA_MY_KUALA_LUMPUR,2022-04-25,train,Malaysia,Kuala Lumpur,14.22,5.8,10.01,9.599125,10.420875
SEA_MY_KUALA_LUMPUR__20220426,SEA_MY_KUALA_LUMPUR,2022-04-26,train,Malaysia,Kuala Lumpur,8.51,18.8,13.655,13.244125,14.065875
SEA_MY_KUALA_LUMPUR__20220427,SEA_MY_KUALA_LUMPUR,2022-04-27,train,Malaysia,Kuala Lumpur,7.01,23.8,15.405,14.994125,15.815875
SEA_MY_KUALA_LUMPUR__20220428,SEA_MY_KUALA_LUMPUR,2022-04-28,train,Malaysia,Kuala Lumpur,16.93,14.5,15.715,15.304125,16.125875
SEA_MY_KUALA_LUMPUR__20220429,SEA_MY_KUALA_LUMPUR,2022-04-29,train,Malaysia,Kuala Lumpur,8.22,8.1,8.16,7.749125,8.570875000000001
SEA_MY_KUALA_LUMPUR__20220430,SEA_MY_KUALA_LUMPUR,2022-04-30,train,Malaysia,Kuala Lumpur,3.26,9.7,6.48,6.069125,6.890874999999999
SEA_MY_KUALA_LUMPUR__20220501,SEA_MY_KUALA_LUMPUR,2022-05-01,train,Malaysia,Kuala Lumpur,1.27,10.9,6.085,6.274637096774193,5.895362903225807
SEA_MY_KUALA_LUMPUR__20220502,SEA_MY_KUALA_LUMPUR,2022-05-02,train,Malaysia,Kuala Lumpur,18.61,51.8,35.205,35.39463709677419,35.01536290322581
SEA_MY_KUALA_LUMPUR__20220503,SEA_MY_KUALA_LUMPUR,2022-05-03,train,Malaysia,Kuala Lumpur,17.87,1.2,9.535,9.724637096774194,9.345362903225809
SEA_MY_KUALA_LUMPUR__20220504,SEA_MY_KUALA_LUMPUR,2022-05-04,train,Malaysia,Kuala Lumpur,2.52,0.8,1.66,1.8496370967741933,1.4703629032258063
SEA_MY_KUALA_LUMPUR__20220505,SEA_MY_KUALA_LUMPUR,2022-05-05,train,Malaysia,Kuala Lumpur,3.9,12.8,8.35,8.539637096774193,8.160362903225806
SEA_MY_KUALA_LUMPUR__20220506,SEA_MY_KUALA_LUMPUR,2022-05-06,train,Malaysia,Kuala Lumpur,13.36,10.2,11.78,11.969637096774193,11.590362903225806
SEA_MY_KUALA_LUMPUR__20220507,SEA_MY_KUALA_LUMPUR,2022-05-07,train,Malaysia,Kuala Lumpur,7.61,0.0,3.805,3.9946370967741935,3.615362903225807
SEA_MY_KUALA_LUMPUR__20220508,SEA_MY_KUALA_LUMPUR,2022-05-08,train,Malaysia,Kuala Lumpur,1.8,0.6,1.2,1.3896370967741936,1.0103629032258066
SEA_MY_KUALA_LUMPUR__20220509,SEA_MY_KUALA_LUMPUR,2022-05-09,train,Malaysia,Kuala Lumpur,7.87,2.7,5.285,5.4746370967741935,5.095362903225807
SEA_MY_KUALA_LUMPUR__20220510,SEA_MY_KUALA_LUMPUR,2022-05-10,train,Malaysia,Kuala Lumpur,10.34,2.1,6.22,6.409637096774194,6.030362903225806
SEA_MY_KUALA_LUMPUR__20220511,SEA_MY_KUALA_LUMPUR,2022-05-11,train,Malaysia,Kuala Lumpur,8.67,1.9,5.285,5.4746370967741935,5.095362903225807
SEA_MY_KUALA_LUMPUR__20220512,SEA_MY_KUALA_LUMPUR,2022-05-12,train,Malaysia,Kuala Lumpur,9.57,0.5,5.035,5.2246370967741935,4.845362903225807
SEA_MY_KUALA_LUMPUR__20220513,SEA_MY_KUALA_LUMPUR,2022-05-13,train,Malaysia,Kuala Lumpur,4.51,0.0,2.255,2.4446370967741933,2.0653629032258065
SEA_MY_KUALA_LUMPUR__20220514,SEA_MY_KUALA_LUMPUR,2022-05-14,train,Malaysia,Kuala Lumpur,0.97,0.6,0.7849999999999999,0.9746370967741936,0.5953629032258064
SEA_MY_KUALA_LUMPUR__20220515,SEA_MY_KUALA_LUMPUR,2022-05-15,train,Malaysia,Kuala Lumpur,5.13,21.5,13.315,13.504637096774193,13.125362903225806
SEA_MY_KUALA_LUMPUR__20220516,SEA_MY_KUALA_LUMPUR,2022-05-16,train,Malaysia,Kuala Lumpur,23.22,7.5,15.36,15.549637096774193,15.170362903225806
SEA_MY_KUALA_LUMPUR__20220517,SEA_MY_KUALA_LUMPUR,2022-05-17,train,Malaysia,Kuala Lumpur,0.03,0.0,0.015,0.2046370967741935,0.0
SEA_MY_KUALA_LUMPUR__20220518,SEA_MY_KUALA_LUMPUR,2022-05-18,train,Malaysia,Kuala Lumpur,1.4,0.9,1.15,1.3396370967741935,0.9603629032258064
SEA_MY_KUALA_LUMPUR__20220519,SEA_MY_KUALA_LUMPUR,2022-05-19,train,Malaysia,Kuala Lumpur,2.97,0.2,1.5850000000000002,1.7746370967741938,1.3953629032258066
SEA_MY_KUALA_LUMPUR__20220520,SEA_MY_KUALA_LUMPUR,2022-05-20,train,Malaysia,Kuala Lumpur,4.97,0.0,2.485,2.6746370967741933,2.2953629032258065
SEA_MY_KUALA_LUMPUR__20220521,SEA_MY_KUALA_LUMPUR,2022-05-21,train,Malaysia,Kuala Lumpur,1.89,0.0,0.945,1.1346370967741934,0.7553629032258065
SEA_MY_KUALA_LUMPUR__20220522,SEA_MY_KUALA_LUMPUR,2022-05-22,train,Malaysia,Kuala Lumpur,0.49,1.0,0.745,0.9346370967741936,0.5553629032258065
SEA_MY_KUALA_LUMPUR__20220523,SEA_MY_KUALA_LUMPUR,2022-05-23,train,Malaysia,Kuala Lumpur,0.51,1.2,0.855,1.0446370967741934,0.6653629032258064
SEA_MY_KUALA_LUMPUR__20220524,SEA_MY_KUALA_LUMPUR,2022-05-24,train,Malaysia,Kuala Lumpur,3.74,8.3,6.0200000000000005,6.209637096774194,5.830362903225807
SEA_MY_KUALA_LUMPUR__20220525,SEA_MY_KUALA_LUMPUR,2022-05-25,train,Malaysia,Kuala Lumpur,42.37,11.8,27.085,27.274637096774192,26.8953629032258
SEA_MY_KUALA_LUMPUR__20220526,SEA_MY_KUALA_LUMPUR,2022-05-26,train,Malaysia,Kuala Lumpur,0.15,0.0,0.075,0.2646370967741935,0.0
SEA_MY_KUALA_LUMPUR__20220527,SEA_MY_KUALA_LUMPUR,2022-05-27,train,Malaysia,Kuala Lumpur,0.06,0.2,0.13,0.3196370967741936,0.1
SEA_MY_KUALA_LUMPUR__20220528,SEA_MY_KUALA_LUMPUR,2022-05-28,train,Malaysia,Kuala Lumpur,0.28,0.2,0.24,0.4296370967741936,0.1
SEA_MY_KUALA_LUMPUR__20220529,SEA_MY_KUALA_LUMPUR,2022-05-29,train,Malaysia,Kuala Lumpur,0.07,0.2,0.135,0.3246370967741936,0.1
SEA_MY_KUALA_LUMPUR__20220530,SEA_MY_KUALA_LUMPUR,2022-05-30,train,Malaysia,Kuala Lumpur,1.2,0.0,0.6,0.7896370967741935,0.4103629032258064
SEA_MY_KUALA_LUMPUR__20220531,SEA_MY_KUALA_LUMPUR,2022-05-31,train,Malaysia,Kuala Lumpur,2.65,1.4,2.025,2.2146370967741937,1.8353629032258063
SEA_MY_KUALA_LUMPUR__20220601,SEA_MY_KUALA_LUMPUR,2022-06-01,train,Malaysia,Kuala Lumpur,11.58,27.1,19.34,19.60775,19.07225
SEA_MY_KUALA_LUMPUR__20220602,SEA_MY_KUALA_LUMPUR,2022-06-02,train,Malaysia,Kuala Lumpur,21.73,11.6,16.665,16.93275,16.39725
SEA_MY_KUALA_LUMPUR__20220603,SEA_MY_KUALA_LUMPUR,2022-06-03,train,Malaysia,Kuala Lumpur,5.02,0.0,2.51,2.77775,2.24225
SEA_MY_KUALA_LUMPUR__20220604,SEA_MY_KUALA_LUMPUR,2022-06-04,train,Malaysia,Kuala Lumpur,1.02,0.9,0.96,1.22775,0.69225
SEA_MY_KUALA_LUMPUR__20220605,SEA_MY_KUALA_LUMPUR,2022-06-05,train,Malaysia,Kuala Lumpur,1.88,3.3,2.59,2.85775,2.32225
SEA_MY_KUALA_LUMPUR__20220606,SEA_MY_KUALA_LUMPUR,2022-06-06,train,Malaysia,Kuala Lumpur,1.37,8.6,4.984999999999999,5.252750000000001,4.71725
SEA_MY_KUALA_LUMPUR__20220607,SEA_MY_KUALA_LUMPUR,2022-06-07,train,Malaysia,Kuala Lumpur,2.77,2.5,2.635,2.90275,2.3672500000000003
SEA_MY_KUALA_LUMPUR__20220608,SEA_MY_KUALA_LUMPUR,2022-06-08,train,Malaysia,Kuala Lumpur,13.36,14.3,13.83,14.09775,13.56225
SEA_MY_KUALA_LUMPUR__20220609,SEA_MY_KUALA_LUMPUR,2022-06-09,train,Malaysia,Kuala Lumpur,15.81,12.3,14.055,14.32275,13.78725
SEA_MY_KUALA_LUMPUR__20220610,SEA_MY_KUALA_LUMPUR,2022-06-10,train,Malaysia,Kuala Lumpur,3.14,1.1,2.12,2.38775,1.85225
SEA_MY_KUALA_LUMPUR__20220611,SEA_MY_KUALA_LUMPUR,2022-06-11,train,Malaysia,Kuala Lumpur,5.04,9.3,7.17,7.437750000000001,6.90225
SEA_MY_KUALA_LUMPUR__20220612,SEA_MY_KUALA_LUMPUR,2022-06-12,train,Malaysia,Kuala Lumpur,6.41,1.3,3.855,4.12275,3.58725
SEA_MY_KUALA_LUMPUR__20220613,SEA_MY_KUALA_LUMPUR,2022-06-13,train,Malaysia,Kuala Lumpur,1.01,7.0,4.005,4.27275,3.73725
SEA_MY_KUALA_LUMPUR__20220614,SEA_MY_KUALA_LUMPUR,2022-06-14,train,Malaysia,Kuala Lumpur,0.73,2.3,1.515,1.7827499999999998,1.24725
SEA_MY_KUALA_LUMPUR__20220615,SEA_MY_KUALA_LUMPUR,2022-06-15,train,Malaysia,Kuala Lumpur,13.1,9.9,11.5,11.76775,11.23225
SEA_MY_KUALA_LUMPUR__20220616,SEA_MY_KUALA_LUMPUR,2022-06-16,train,Malaysia,Kuala Lumpur,4.07,0.4,2.2350000000000003,2.5027500000000003,1.96725
SEA_MY_KUALA_LUMPUR__20220617,SEA_MY_KUALA_LUMPUR,2022-06-17,train,Malaysia,Kuala Lumpur,3.89,11.1,7.495,7.76275,7.22725
SEA_MY_KUALA_LUMPUR__20220618,SEA_MY_KUALA_LUMPUR,2022-06-18,train,Malaysia,Kuala Lumpur,4.51,10.9,7.705,7.97275,7.437250000000001
SEA_MY_KUALA_LUMPUR__20220619,SEA_MY_KUALA_LUMPUR,2022-06-19,train,Malaysia,Kuala Lumpur,14.08,3.3,8.69,8.95775,8.42225
SEA_MY_KUALA_LUMPUR__20220620,SEA_MY_KUALA_LUMPUR,2022-06-20,train,Malaysia,Kuala Lumpur,9.53,1.1,5.315,5.58275,5.047249999999999
SEA_MY_KUALA_LUMPUR__20220621,SEA_MY_KUALA_LUMPUR,2022-06-21,train,Malaysia,Kuala Lumpur,25.06,12.7,18.88,19.14775,18.61225
SEA_MY_KUALA_LUMPUR__20220622,SEA_MY_KUALA_LUMPUR,2022-06-22,train,Malaysia,Kuala Lumpur,41.68,1.7,21.69,21.95775,21.42225
SEA_MY_KUALA_LUMPUR__20220623,SEA_MY_KUALA_LUMPUR,2022-06-23,train,Malaysia,Kuala Lumpur,19.3,8.4,13.85,14.11775,13.582250000000002
SEA_MY_KUALA_LUMPUR__20220624,SEA_MY_KUALA_LUMPUR,2022-06-24,train,Malaysia,Kuala Lumpur,14.64,5.8,10.22,10.48775,9.95225
SEA_MY_KUALA_LUMPUR__20220625,SEA_MY_KUALA_LUMPUR,2022-06-25,train,Malaysia,Kuala Lumpur,4.51,6.1,5.305,5.572749999999999,5.03725
